0000006,2015-08-06T14:00:00.000+03:00,1.736
0000009,2015-08-06T17:00:00.000+03:00,1.838
0000004,2015-08-06T20:00:00.000+03:00,0.845
0000008,2015-08-06T20:00:00.000+03:00,1.558
0000003,2015-08-06T23:00:00.000+03:00,1.249
0000010,2015-08-07T01:00:00.000+03:00,1.368
0000009,2015-08-07T03:00:00.000+03:00,1.619
0000007,2015-08-07T06:00:00.000+03:00,1.446
0000004,2015-08-07T09:00:00.000+03:00,1.493
0000007,2015-08-07T09:00:00.000+03:00,1.596
0000005,2015-08-07T10:00:00.000+03:00,0.666
0000010,2015-08-07T16:00:00.000+03:00,1.871
0000002,2015-08-07T19:00:00.000+03:00,1.271
0000006,2015-08-07T20:00:00.000+03:00,0.918
0000010,2015-08-07T22:00:00.000+03:00,1.505
0000010,2015-08-07T23:00:00.000+03:00,1.273
0000009,2015-08-08T00:00:00.000+03:00,0.994
0000010,2015-08-08T01:00:00.000+03:00,1.493
0000001,2015-08-08T02:00:00.000+03:00,1.185
0000006,2015-08-08T02:00:00.000+03:00,1.39
0000003,2015-08-08T06:00:00.000+03:00,1.588
0000004,2015-08-08T06:00:00.000+03:00,1.636
0000010,2015-08-08T06:00:00.000+03:00,1.482
0000003,2015-08-08T07:00:00.000+03:00,1.648
0000001,2015-08-08T08:00:00.000+03:00,1.697
0000010,2015-08-08T17:00:00.000+03:00,1.356
0000010,2015-08-08T19:00:00.000+03:00,1.384
0000001,2015-08-08T22:00:00.000+03:00,1.144
0000003,2015-08-09T00:00:00.000+03:00,1.945
0000004,2015-08-09T00:00:00.000+03:00,1.851
0000008,2015-08-09T00:00:00.000+03:00,1.664
0000010,2015-08-09T01:00:00.000+03:00,1.821
0000003,2015-08-09T04:00:00.000+03:00,0.802
0000006,2015-08-09T07:00:00.000+03:00,0.497
0000005,2015-08-09T10:00:00.000+03:00,1.196
0000009,2015-08-09T14:00:00.000+03:00,1.397
0000010,2015-08-09T17:00:00.000+03:00,1.629
0000001,2015-08-09T17:00:00.000+03:00,1.454
0000005,2015-08-09T18:00:00.000+03:00,1.834
0000004,2015-08-09T19:00:00.000+03:00,1.992
0000003,2015-08-09T23:00:00.000+03:00,1.679
0000010,2015-08-09T23:00:00.000+03:00,1.55
0000010,2015-08-10T01:00:00.000+03:00,1.083
0000005,2015-08-10T04:00:00.000+03:00,1.878
0000001,2015-08-10T04:00:00.000+03:00,1.297
0000001,2015-08-10T08:00:00.000+03:00,1.792
0000009,2015-08-10T09:00:00.000+03:00,1.796
0000010,2015-08-10T09:00:00.000+03:00,0.543
0000005,2015-08-10T12:00:00.000+03:00,1.986
0000005,2015-08-10T13:00:00.000+03:00,1.471
0000009,2015-08-10T13:00:00.000+03:00,1.739
0000002,2015-08-10T16:00:00.000+03:00,1.673
0000006,2015-08-10T16:00:00.000+03:00,1.444
0000002,2015-08-10T17:00:00.000+03:00,1.672
0000006,2015-08-10T20:00:00.000+03:00,1.607
0000010,2015-08-10T20:00:00.000+03:00,0.714
0000003,2015-08-10T21:00:00.000+03:00,1.601
0000010,2015-08-10T23:00:00.000+03:00,2.003
0000004,2015-08-11T00:00:00.000+03:00,1.664
0000008,2015-08-11T00:00:00.000+03:00,1.472
0000001,2015-08-11T01:00:00.000+03:00,1.515
0000002,2015-08-11T06:00:00.000+03:00,1.118
0000007,2015-08-11T06:00:00.000+03:00,1.216
0000001,2015-08-11T11:00:00.000+03:00,1.246
0000009,2015-08-11T11:00:00.000+03:00,1.082
0000008,2015-08-11T12:00:00.000+03:00,1.609
0000004,2015-08-11T13:00:00.000+03:00,1.575
0000001,2015-08-11T16:00:00.000+03:00,1.565
0000004,2015-08-11T16:00:00.000+03:00,1.108
0000007,2015-08-11T18:00:00.000+03:00,1.698
0000004,2015-08-11T20:00:00.000+03:00,1.087
0000005,2015-08-11T21:00:00.000+03:00,1.715
0000005,2015-08-11T23:00:00.000+03:00,1.025
0000002,2015-08-12T01:00:00.000+03:00,1.519
0000001,2015-08-12T03:00:00.000+03:00,1.454
0000006,2015-08-12T03:00:00.000+03:00,1.843
0000003,2015-08-12T03:00:00.000+03:00,1.197
0000001,2015-08-12T06:00:00.000+03:00,1.624
0000005,2015-08-12T06:00:00.000+03:00,1.449
0000009,2015-08-12T08:00:00.000+03:00,1.839
0000007,2015-08-12T13:00:00.000+03:00,1.332
0000008,2015-08-12T16:00:00.000+03:00,1.791
0000010,2015-08-12T18:00:00.000+03:00,0.382
0000006,2015-08-12T20:00:00.000+03:00,0.685
0000009,2015-08-12T21:00:00.000+03:00,1.32
0000001,2015-08-12T23:00:00.000+03:00,1.852
0000008,2015-08-12T23:00:00.000+03:00,0.789
0000003,2015-08-13T04:00:00.000+03:00,1.655
0000001,2015-08-13T05:00:00.000+03:00,1.999
0000003,2015-08-13T05:00:00.000+03:00,1.894
0000003,2015-08-13T07:00:00.000+03:00,1.518
0000007,2015-08-13T09:00:00.000+03:00,1.534
0000010,2015-08-13T09:00:00.000+03:00,0.759
0000007,2015-08-13T10:00:00.000+03:00,1.956
0000009,2015-08-13T10:00:00.000+03:00,1.887
0000010,2015-08-13T12:00:00.000+03:00,1.733
0000007,2015-08-13T16:00:00.000+03:00,1.947
0000004,2015-08-13T17:00:00.000+03:00,1.83
0000003,2015-08-13T19:00:00.000+03:00,1.426
0000005,2015-08-13T19:00:00.000+03:00,0.7
0000006,2015-08-13T19:00:00.000+03:00,0.838
0000003,2015-08-13T20:00:00.000+03:00,1.27
0000009,2015-08-13T23:00:00.000+03:00,1.843
0000002,2015-08-14T02:00:00.000+03:00,1.408
0000001,2015-08-14T03:00:00.000+03:00,1.788
0000004,2015-08-14T04:00:00.000+03:00,1.189
0000006,2015-08-14T08:00:00.000+03:00,1.493
0000009,2015-08-14T08:00:00.000+03:00,1.993
0000006,2015-08-14T10:00:00.000+03:00,1.319
0000006,2015-08-14T11:00:00.000+03:00,1.162
0000007,2015-08-14T11:00:00.000+03:00,1.757
0000010,2015-08-14T14:00:00.000+03:00,1.458
0000009,2015-08-14T16:00:00.000+03:00,1.319
0000009,2015-08-14T17:00:00.000+03:00,1.103
0000006,2015-08-14T18:00:00.000+03:00,0.864
0000002,2015-08-14T20:00:00.000+03:00,1.826
0000002,2015-08-14T21:00:00.000+03:00,1.144
0000002,2015-08-15T02:00:00.000+03:00,1.466
0000006,2015-08-15T03:00:00.000+03:00,1.354
0000007,2015-08-15T04:00:00.000+03:00,1.616
0000001,2015-08-15T05:00:00.000+03:00,1.565
0000007,2015-08-15T05:00:00.000+03:00,1.352
0000006,2015-08-15T06:00:00.000+03:00,1.323
0000002,2015-08-15T08:00:00.000+03:00,1.386
0000009,2015-08-15T10:00:00.000+03:00,1.528
0000010,2015-08-15T20:00:00.000+03:00,1.839
0000001,2015-08-15T23:00:00.000+03:00,1.155
0000002,2015-08-15T23:00:00.000+03:00,0.635
0000002,2015-08-16T01:00:00.000+03:00,0.707
0000007,2015-08-16T03:00:00.000+03:00,1.662
0000001,2015-08-16T08:00:00.000+03:00,1.233
0000001,2015-08-16T09:00:00.000+03:00,1.068
0000004,2015-08-16T12:00:00.000+03:00,1.888
0000004,2015-08-16T13:00:00.000+03:00,1.629
0000008,2015-08-16T13:00:00.000+03:00,1.728
0000003,2015-08-16T18:00:00.000+03:00,2.034
0000001,2015-08-16T19:00:00.000+03:00,0.73
0000007,2015-08-16T19:00:00.000+03:00,1.192
0000003,2015-08-16T20:00:00.000+03:00,1.754
0000008,2015-08-16T22:00:00.000+03:00,1.053
0000008,2015-08-16T23:00:00.000+03:00,1.183
0000002,2015-08-17T00:00:00.000+03:00,1.702
0000004,2015-08-17T00:00:00.000+03:00,1.535
0000009,2015-08-17T01:00:00.000+03:00,0.547
0000004,2015-08-17T02:00:00.000+03:00,1.682
0000009,2015-08-17T04:00:00.000+03:00,2.032
0000001,2015-08-17T06:00:00.000+03:00,1.678
0000001,2015-08-17T07:00:00.000+03:00,1.456
0000001,2015-08-17T12:00:00.000+03:00,1.479
0000006,2015-08-17T12:00:00.000+03:00,1.533
0000003,2015-08-17T12:00:00.000+03:00,0.829
0000009,2015-08-17T17:00:00.000+03:00,1.469
0000008,2015-08-17T18:00:00.000+03:00,2.006
0000005,2015-08-17T21:00:00.000+03:00,1.681
0000008,2015-08-17T23:00:00.000+03:00,1.48
0000001,2015-08-18T02:00:00.000+03:00,1.477
0000006,2015-08-18T02:00:00.000+03:00,1.114
0000009,2015-08-18T03:00:00.000+03:00,1.344
0000008,2015-08-18T06:00:00.000+03:00,2.04
0000007,2015-08-18T08:00:00.000+03:00,1.038
0000006,2015-08-18T09:00:00.000+03:00,1.29
0000004,2015-08-18T10:00:00.000+03:00,1.722
0000009,2015-08-18T11:00:00.000+03:00,1.113
0000003,2015-08-18T12:00:00.000+03:00,1.252
0000003,2015-08-18T14:00:00.000+03:00,1.724
0000004,2015-08-18T19:00:00.000+03:00,1.284
0000007,2015-08-18T19:00:00.000+03:00,1.434
0000006,2015-08-18T20:00:00.000+03:00,1.797
0000003,2015-08-18T22:00:00.000+03:00,1.376
0000008,2015-08-18T23:00:00.000+03:00,1.739
0000002,2015-08-19T01:00:00.000+03:00,1.649
0000006,2015-08-19T01:00:00.000+03:00,1.276
0000003,2015-08-19T03:00:00.000+03:00,1.997
0000001,2015-08-19T08:00:00.000+03:00,0.829
0000005,2015-08-19T09:00:00.000+03:00,1.687
0000002,2015-08-19T11:00:00.000+03:00,0.866
0000006,2015-08-19T12:00:00.000+03:00,1.864
0000008,2015-08-19T14:00:00.000+03:00,1.632
0000006,2015-08-19T15:00:00.000+03:00,1.766
0000007,2015-08-19T16:00:00.000+03:00,1.754
0000009,2015-08-19T17:00:00.000+03:00,1.002
0000007,2015-08-19T18:00:00.000+03:00,1.504
0000006,2015-08-19T19:00:00.000+03:00,1.562
0000005,2015-08-19T21:00:00.000+03:00,1.31
0000008,2015-08-20T00:00:00.000+03:00,1.747
0000010,2015-08-20T01:00:00.000+03:00,1.529
0000006,2015-08-20T06:00:00.000+03:00,1.021
0000007,2015-08-20T08:00:00.000+03:00,1.72
0000007,2015-08-20T09:00:00.000+03:00,1.707
0000004,2015-08-20T10:00:00.000+03:00,1.194
0000008,2015-08-20T11:00:00.000+03:00,1.498
0000010,2015-08-20T11:00:00.000+03:00,1.489
0000005,2015-08-20T12:00:00.000+03:00,0.918
0000005,2015-08-20T14:00:00.000+03:00,0.927
0000010,2015-08-20T14:00:00.000+03:00,1.069
0000003,2015-08-20T15:00:00.000+03:00,1.273
0000002,2015-08-20T18:00:00.000+03:00,1.123
0000003,2015-08-20T19:00:00.000+03:00,1.773
0000006,2015-08-20T19:00:00.000+03:00,1.838
0000001,2015-08-21T02:00:00.000+03:00,1.181
0000001,2015-08-21T03:00:00.000+03:00,0.872
0000002,2015-08-21T03:00:00.000+03:00,1.665
0000009,2015-08-21T07:00:00.000+03:00,1.696
0000004,2015-08-21T09:00:00.000+03:00,1.558
0000004,2015-08-21T10:00:00.000+03:00,1.289
0000005,2015-08-21T10:00:00.000+03:00,1.81
0000007,2015-08-21T15:00:00.000+03:00,1.203
0000002,2015-08-21T16:00:00.000+03:00,1.822
